CustomerID,Age,AnnualIncome,WebsiteVisits,AppSessions,PreviousOrders,AverageOrderValue,DaysSinceLastPurchase,ReturnRate,CancellationRate,LoyaltyTier,DiscountUsedLastCampaign,Year1Spending,FutureSpending,TotalEngagement,SpendingGrowth,SpendingGrowthRate,OrderIntensity,NetEngagementScore,Segment
LTV00332,44,77586.35,23,249,0,1143.13,250,0.056,0.223,Bronze,No,494.79,2095.56,272,1600.77,3.2287258718409,0.0,244.09999999999997,Low-Engagement Customer
LTV00333,59,125696.9,79,108,2,1297.01,254,0.29,0.196,Gold,Yes,2888.28,2246.83,187,-641.4500000000003,-0.22201032783253968,0.00784313725490196,140.4,Low-Value Customer
LTV00334,62,96779.1,104,145,13,1800.5,11,0.163,0.022,Gold,No,22683.32,16243.21,249,-6440.110000000001,-0.28390139091672134,1.0833333333333333,243.5,High-Value Customer
LTV00335,40,75755.34,140,128,16,1597.02,69,0.255,0.105,Bronze,No,23785.65,12539.15,268,-11246.500000000002,-0.47280722590192403,0.22857142857142856,248.0,High-Value Customer
LTV00336,55,53780.13,67,68,0,800.83,204,0.029,0.011,Platinum,No,439.31,1071.23,135,631.9200000000001,1.4351706752061049,0.0,131.0,Low-Value Customer
LTV00337,60,63169.21,160,213,7,2430.25,139,0.281,0.095,Silver,No,15254.71,9913.62,373,-5341.089999999998,-0.35010432159499616,0.05,342.4,High-Value Customer
LTV00338,32,95117.9,100,53,2,1022.5,308,0.127,0.194,Bronze,Yes,2297.9,3046.08,153,748.1799999999998,0.3254513027969898,0.006472491909385114,122.9,Low-Value Customer
LTV00339,40,67949.83,27,203,6,1577.31,301,0.239,0.102,Silver,No,9002.53,4518.06,230,-4484.47,-0.49807908675819373,0.019867549668874173,201.9,At-Risk Valuable Customer
LTV00340,20,54281.75,116,48,12,1419.16,143,0.071,0.104,Bronze,No,17246.89,7899.88,164,-9347.009999999998,-0.5419219394372297,0.08333333333333333,158.5,Medium-Value Customer
LTV00341,19,46289.36,172,81,0,664.05,34,0.016,0.428,Gold,No,13.26,2477.86,253,2464.6,172.83309957924263,0.0,208.60000000000002,High-Potential Customer
LTV00342,25,26857.19,101,257,2,1760.11,287,0.144,0.076,Bronze,Yes,3503.55,3214.95,358,-288.60000000000036,-0.08235008774307696,0.006944444444444444,338.0,Low-Value Customer
LTV00343,25,91855.95,128,202,15,1813.35,257,0.45,0.075,Silver,No,22340.5,12418.94,330,-9921.56,-0.4440865653604279,0.05813953488372093,292.5,High-Value Customer
LTV00344,52,68659.87,9,113,4,1231.34,335,0.086,0.093,Bronze,No,5056.03,2313.83,122,-2742.2,-0.5422550390248821,0.011904761904761904,108.10000000000001,Low-Engagement Customer
LTV00345,37,59302.19,140,111,5,694.92,323,0.014,0.108,Gold,No,3500.25,4063.96,251,563.71,0.16100249910746164,0.015432098765432098,243.79999999999998,High-Potential Customer
LTV00346,42,57631.08,22,199,9,1215.01,143,0.13,0.103,Bronze,Yes,11156.44,8130.7,221,-3025.7400000000007,-0.2711858634238679,0.0625,206.7,High-Value Customer
LTV00347,28,24628.78,127,187,4,1088.2,305,0.071,0.193,Silver,No,5043.87,3147.6,314,-1896.27,-0.3758808452943287,0.013071895424836602,291.59999999999997,Low-Value Customer
LTV00348,45,43802.65,178,110,4,120.0,330,0.009,0.18,Silver,No,826.72,2021.12,288,1194.3999999999999,1.4430000483255205,0.012084592145015106,273.1,High-Potential Customer
LTV00349,46,68619.98,103,161,0,1075.99,140,0.57,0.243,Bronze,No,43.97,77.81,264,33.84,0.7525016677785191,0.0,182.7,Low-Value Customer
LTV00350,37,87872.66,7,122,10,2052.48,333,0.09,0.028,Gold,No,19941.19,8408.44,129,-11532.749999999998,-0.5783091024606625,0.029940119760479042,127.2,High-Value Customer
LTV00351,34,55641.78,76,41,6,1488.71,336,0.161,0.126,Silver,Yes,9069.43,6666.63,117,-2402.8,-0.2649047509324255,0.017804154302670624,94.30000000000001,At-Risk Valuable Customer
LTV00352,21,45418.64,13,132,1,1714.01,351,0.229,0.234,Bronze,No,1973.33,937.59,145,-1035.7399999999998,-0.5246032831390901,0.002840909090909091,99.69999999999999,Low-Engagement Customer
LTV00353,53,89231.03,54,161,3,808.82,81,0.144,0.019,Bronze,No,2527.97,4573.17,215,2045.2000000000003,0.8087086837724451,0.036585365853658534,201.7,Medium-Value Customer
LTV00354,60,108015.32,174,67,3,560.49,68,0.105,0.039,Gold,No,2144.07,3385.37,241,1241.2999999999997,0.5786757541711923,0.043478260869565216,229.6,High-Potential Customer
LTV00355,58,71007.93,55,175,7,1334.59,358,0.032,0.049,Bronze,No,9966.42,8859.23,230,-1107.1900000000005,-0.11108090157733902,0.019498607242339833,228.9,High-Value Customer
LTV00356,65,64438.7,96,59,9,2255.71,40,0.084,0.124,Gold,No,20475.67,12098.86,155,-8376.809999999998,-0.40909044292846436,0.21951219512195122,143.2,High-Value Customer
LTV00357,31,106195.42,21,40,1,1624.22,81,0.032,0.154,Silver,No,1722.56,1940.79,61,218.23000000000002,0.12661584163011444,0.012195121951219513,43.4,Low-Engagement Customer
LTV00358,45,40190.01,138,150,0,1998.05,110,0.166,0.158,Bronze,No,2.72,3395.99,288,3393.27,912.1693548387096,0.0,255.59999999999997,High-Potential Customer
LTV00359,41,90948.29,110,153,16,591.34,142,0.024,0.152,Silver,Yes,9483.08,5586.21,263,-3896.87,-0.41088539953269054,0.11188811188811189,261.40000000000003,Medium-Value Customer
LTV00360,34,133087.56,19,103,4,1719.03,133,0.326,0.075,Gold,Yes,6478.5,5836.48,122,-642.0200000000004,-0.09908480592638327,0.029850746268656716,85.9,Medium-Value Customer
LTV00361,40,83479.69,174,101,0,2170.74,11,0.073,0.114,Bronze,No,769.6,1224.13,275,454.5300000000001,0.5898390864261616,0.0,256.3,High-Potential Customer
LTV00362,40,36221.02,108,32,14,120.0,70,0.354,0.072,Gold,Yes,2276.99,4475.78,140,2198.79,0.965232507605389,0.19718309859154928,111.39999999999999,Medium-Value Customer
LTV00363,23,32795.04,1,230,4,1939.73,34,0.251,0.027,Gold,No,7409.82,6505.64,231,-904.1799999999994,-0.12200809087253495,0.11428571428571428,207.20000000000002,Medium-Value Customer
LTV00364,58,111781.56,142,75,4,3005.99,328,0.083,0.358,Gold,Yes,12449.63,8514.71,217,-3934.92,-0.316041838846709,0.0121580547112462,176.89999999999998,High-Value Customer
LTV00365,43,91291.72,35,222,13,1465.15,187,0.169,0.16,Silver,No,18578.28,11313.66,257,-7264.619999999999,-0.3910065406194427,0.06914893617021277,237.1,High-Value Customer
LTV00366,54,66724.74,152,25,0,1802.3,230,0.195,0.333,Silver,Yes,207.66,0.0,177,-207.66,-0.9952075146170805,0.0,124.19999999999999,High-Potential Customer
LTV00367,62,20673.34,49,233,3,1122.15,261,0.085,0.059,Gold,No,3359.12,4218.72,282,859.6000000000004,0.25582419675487794,0.011450381679389313,270.6,Medium-Value Customer
LTV00368,22,110399.8,21,151,30,1473.72,128,0.05,0.148,Silver,No,43882.36,21792.11,172,-22090.25,-0.5033855657360785,0.23255813953488372,182.2,High-Value Customer
LTV00369,43,82288.62,71,236,6,1647.69,226,0.029,0.048,Bronze,Yes,10365.4,10056.4,307,-309.0,-0.0298078407161599,0.02643171806167401,305.3,High-Value Customer
LTV00370,28,22660.47,86,123,1,719.3,20,0.083,0.078,Bronze,No,1306.02,773.95,209,-532.0699999999999,-0.40708634909947816,0.047619047619047616,193.89999999999998,Low-Value Customer
LTV00371,65,79081.34,91,34,19,1200.03,362,0.088,0.365,Bronze,Yes,22031.15,10706.71,125,-11324.440000000002,-0.5139961374627534,0.05234159779614325,98.69999999999999,High-Value Customer
LTV00372,60,71008.58,25,67,0,719.54,296,0.013,0.068,Bronze,No,41.57,1130.01,92,1088.44,25.568240544984732,0.0,83.9,Low-Engagement Customer
LTV00373,42,83031.45,151,150,3,1694.23,252,0.12,0.06,Bronze,Yes,5534.9,4546.57,301,-988.3299999999999,-0.1785310428295309,0.011857707509881422,286.0,High-Potential Customer
LTV00374,40,81907.45,53,33,30,2059.5,11,0.213,0.402,Silver,Yes,56964.05,26726.43,86,-30237.620000000003,-0.5308100317650911,2.5,54.5,High-Value Customer
LTV00375,33,41178.85,73,60,0,1668.59,205,0.101,0.117,Bronze,Yes,64.45,0.0,133,-64.45,-0.9847211611917495,0.0,111.2,Low-Value Customer
LTV00376,64,95177.56,131,240,2,2155.59,58,0.339,0.084,Gold,Yes,4421.54,4362.75,371,-58.789999999999964,-0.01329326586079492,0.03389830508474576,330.70000000000005,Medium-Value Customer
LTV00377,55,18000.0,32,154,3,1391.97,80,0.208,0.283,Gold,No,4443.41,3730.22,186,-713.19,-0.16046899363470069,0.037037037037037035,139.89999999999998,Medium-Value Customer
LTV00378,37,56022.72,106,54,0,1689.01,247,0.148,0.033,Silver,No,887.69,1679.42,160,791.73,0.8908955878877899,0.0,141.89999999999998,Low-Value Customer
LTV00379,37,54758.1,104,145,19,1556.87,326,0.361,0.089,Bronze,No,25468.26,11787.13,249,-13681.13,-0.5371624460231668,0.0581039755351682,223.0,High-Value Customer
LTV00380,62,77859.67,178,251,12,1077.56,102,0.018,0.003,Silver,No,13673.45,9235.46,429,-4437.990000000002,-0.3245461426236522,0.11650485436893204,438.9,High-Value Customer
LTV00381,60,69324.79,104,29,9,2279.92,340,0.144,0.038,Gold,Yes,19564.48,11326.71,133,-8237.77,-0.42103592654000827,0.026392961876832845,123.8,High-Value Customer
LTV00382,57,84707.35,10,258,11,1120.58,178,0.198,0.094,Gold,Yes,12119.54,8055.95,268,-4063.590000000001,-0.33526476543124323,0.061452513966480445,249.79999999999998,Medium-Value Customer
LTV00383,50,64689.35,5,243,0,2559.36,185,0.047,0.049,Gold,No,307.27,3500.2,248,3192.93,10.357576150776916,0.0,238.4,Medium-Value Customer
LTV00384,64,23961.0,16,178,1,951.63,265,0.014,0.208,Bronze,No,1530.41,1606.48,194,76.06999999999994,0.049673177006810676,0.0037593984962406013,172.79999999999998,Low-Engagement Customer
LTV00385,44,68472.19,57,47,3,2478.44,34,0.097,0.188,Bronze,Yes,7335.44,4890.53,104,-2444.91,-0.3332556389747616,0.08571428571428572,78.5,Medium-Value Customer
LTV00386,23,123244.21,117,63,14,660.86,311,0.314,0.066,Bronze,No,8553.64,5826.39,180,-2727.249999999999,-0.3188035966446279,0.04487179487179487,156.0,At-Risk Valuable Customer
LTV00387,25,47065.69,3,218,11,1524.2,55,0.26,0.204,Bronze,No,15594.47,8260.56,221,-7333.91,-0.4702589918739224,0.19642857142857142,185.6,High-Value Customer
LTV00388,59,86906.86,159,174,0,1050.87,129,0.117,0.059,Bronze,Yes,883.21,2365.32,333,1482.1100000000001,1.6761968310695423,0.0,315.40000000000003,High-Potential Customer
LTV00389,44,26992.6,142,207,8,1144.33,77,0.061,0.378,Gold,No,9373.94,4888.44,349,-4485.500000000001,-0.4784563954542643,0.10256410256410256,313.09999999999997,High-Potential Customer
LTV00390,53,87085.8,62,96,18,1172.93,226,0.142,0.15,Bronze,No,19945.28,12330.0,158,-7615.279999999999,-0.38178948656090256,0.07929515418502203,146.8,High-Value Customer
LTV00391,37,32673.13,177,67,2,1784.11,363,0.163,0.015,Bronze,No,3866.61,2906.4,244,-960.21,-0.24826960319163516,0.005494505494505495,228.2,High-Potential Customer
LTV00392,36,79350.84,120,213,1,1118.41,103,0.13,0.01,Silver,No,1635.62,4519.19,333,2883.5699999999997,1.7619056347838837,0.009615384615384616,320.0,Medium-Value Customer
LTV00393,62,90783.88,0,203,9,795.89,99,0.218,0.053,Bronze,No,7383.42,3495.34,203,-3888.08,-0.5265247643010554,0.09,184.89999999999998,Medium-Value Customer
LTV00394,63,45697.59,131,234,0,1710.55,268,0.381,0.268,Bronze,Yes,170.04,3002.8,365,2832.76,16.561973807296543,0.0,300.09999999999997,Low-Value Customer
LTV00395,46,70802.92,54,121,3,1226.72,48,0.224,0.05,Silver,Yes,3809.76,4742.84,175,933.0799999999999,0.2448540448624421,0.061224489795918366,150.6,Medium-Value Customer
LTV00396,18,70107.32,173,9,0,2416.31,28,0.176,0.017,Bronze,Yes,790.24,4354.06,182,3563.8200000000006,4.504094838481372,0.0,162.70000000000002,High-Potential Customer
LTV00397,50,79909.44,80,15,6,2629.68,40,0.108,0.086,Gold,No,15591.43,7545.15,95,-8046.280000000001,-0.5160375900356776,0.14634146341463414,81.60000000000001,Medium-Value Customer
LTV00398,60,18000.0,124,13,2,1370.53,156,0.095,0.089,Bronze,Yes,2844.85,4227.5,137,1382.65,0.48584781348279077,0.012738853503184714,120.6,Medium-Value Customer
LTV00399,35,125015.58,60,185,3,1615.4,19,0.109,0.121,Bronze,No,5260.33,5179.83,245,-80.5,-0.015300313798982387,0.15,225.0,Medium-Value Customer
LTV00400,41,86417.36,38,248,4,2356.32,281,0.176,0.071,Bronze,No,9280.15,6229.98,286,-3050.17,-0.32864138603513576,0.014184397163120567,265.29999999999995,At-Risk Valuable Customer
LTV00401,36,44620.77,74,66,1,120.0,277,0.116,0.014,Silver,No,130.15,0.0,140,-130.15,-0.9923751429660694,0.0035971223021582736,128.0,Low-Value Customer
LTV00402,36,106997.25,139,114,0,1405.77,212,0.053,0.042,Silver,No,107.86,5556.22,253,5448.360000000001,50.049237552820145,0.0,243.5,High-Potential Customer
LTV00403,50,127541.23,146,207,2,1968.28,305,0.182,0.053,Silver,Yes,4292.31,5723.87,353,1431.5599999999995,0.33343970037104226,0.006535947712418301,331.5,High-Potential Customer
LTV00404,27,73883.15,40,232,1,815.97,240,0.29,0.099,Silver,No,1329.1,1593.13,272,264.0300000000002,0.1985038718893318,0.004149377593360996,234.1,Low-Engagement Customer
LTV00405,29,86047.96,39,125,6,2192.82,154,0.094,0.105,Silver,No,13524.68,5432.76,164,-8091.92,-0.5982634514493911,0.03870967741935484,150.1,Medium-Value Customer
LTV00406,37,55498.38,112,193,0,1329.64,167,0.095,0.261,Platinum,No,271.7,4382.62,305,4110.92,15.074880821415476,0.0,269.4,Medium-Value Customer
LTV00407,32,91227.53,143,254,9,802.14,322,0.214,0.012,Bronze,No,7450.5,4654.5,397,-2796.0,-0.3752264644702409,0.02786377708978328,383.40000000000003,High-Potential Customer
LTV00408,46,80558.17,31,190,15,790.0,117,0.053,0.016,Bronze,Yes,11772.68,7222.99,221,-4549.6900000000005,-0.38642888204877324,0.1271186440677966,229.1,Medium-Value Customer
LTV00409,51,88213.47,158,188,22,885.56,346,0.017,0.059,Bronze,No,19954.06,12647.38,346,-7306.680000000002,-0.3661567542267476,0.06340057636887608,360.40000000000003,High-Value Customer
LTV00410,31,76685.29,178,71,2,1937.57,314,0.071,0.03,Silver,Yes,4661.2,3694.08,249,-967.1199999999999,-0.20743854832482517,0.006349206349206349,240.9,High-Potential Customer
LTV00411,51,53542.58,141,236,0,1406.87,146,0.39,0.068,Silver,No,537.96,1336.88,377,798.9200000000001,1.482336351491762,0.0,331.2,High-Potential Customer
LTV00412,64,62337.91,160,119,7,840.3,246,0.081,0.11,Gold,No,5774.17,5688.19,279,-85.98000000000047,-0.014887873430565761,0.02834008097165992,266.9,High-Potential Customer
LTV00413,20,51807.47,42,163,3,822.64,317,0.019,0.025,Gold,Yes,2835.99,4140.54,205,1304.5500000000002,0.4598359528937361,0.009433962264150943,203.6,Medium-Value Customer
LTV00414,22,57068.71,128,61,22,1506.29,171,0.271,0.082,Bronze,Yes,29893.01,12041.5,189,-17851.51,-0.597160099966515,0.12790697674418605,175.70000000000002,High-Value Customer
LTV00415,28,48553.55,177,115,1,1852.35,128,0.21,0.134,Silver,No,2427.13,2566.32,292,139.19000000000005,0.057323948882473365,0.007751937984496124,258.6,High-Potential Customer
LTV00416,44,58502.61,10,26,0,1235.2,218,0.096,0.084,Platinum,No,889.21,1969.73,36,1080.52,1.2137810179620538,0.0,18.0,Low-Engagement Customer
LTV00417,20,71795.42,132,218,17,1738.05,76,0.007,0.045,Gold,Yes,29890.27,17455.73,350,-12434.54,-0.4159923616494047,0.22077922077922077,361.8,High-Value Customer
LTV00418,58,72076.89,162,177,4,1632.53,130,0.088,0.229,Bronze,Yes,6523.68,4185.63,339,-2338.05,-0.358339412814115,0.030534351145038167,311.3,High-Potential Customer
LTV00419,22,65064.52,39,200,1,1229.91,278,0.144,0.103,Silver,No,1917.15,3948.48,239,2031.33,1.0590047702213068,0.0035842293906810036,215.29999999999998,Medium-Value Customer
LTV00420,21,94456.27,45,95,6,1092.89,240,0.213,0.026,Bronze,Yes,6201.84,5460.1,140,-741.7399999999998,-0.11958070819173149,0.024896265560165973,122.10000000000001,Medium-Value Customer
LTV00421,58,81328.47,17,149,6,1392.95,19,0.147,0.108,Platinum,No,8566.11,8069.7,166,-496.41000000000076,-0.05794369396447585,0.3,146.5,Medium-Value Customer
LTV00422,29,38868.59,34,72,0,1949.98,0,0.271,0.014,Gold,No,69.15,2574.84,106,2505.69,35.71903064861012,0.0,77.5,Low-Engagement Customer
LTV00423,63,68725.73,67,109,4,1031.59,183,0.184,0.093,Bronze,Yes,3909.61,2460.92,176,-1448.69,-0.3704511572363391,0.021739130434782608,152.29999999999998,Low-Value Customer
LTV00424,30,94492.81,73,136,2,1648.4,81,0.238,0.074,Bronze,No,3402.51,3398.25,209,-4.260000000000218,-0.0012516490329102068,0.024390243902439025,179.79999999999998,Medium-Value Customer
LTV00425,42,114750.2,7,224,8,1301.44,40,0.013,0.151,Silver,Yes,10726.81,7401.94,231,-3324.87,-0.30992998571003777,0.1951219512195122,222.6,Medium-Value Customer
LTV00426,63,37968.57,52,207,17,890.46,294,0.121,0.034,Bronze,No,15282.13,5419.63,259,-9862.5,-0.6453193815664724,0.0576271186440678,260.5,At-Risk Valuable Customer
LTV00427,42,39927.65,99,246,13,1793.39,241,0.31,0.007,Silver,Yes,20932.76,11327.48,345,-9605.279999999999,-0.45884160322846923,0.05371900826446281,326.3,High-Value Customer
LTV00428,18,76647.11,80,36,4,2147.19,38,0.373,0.096,Gold,No,8024.97,6147.18,116,-1877.79,-0.23396424357429693,0.10256410256410256,73.10000000000001,Medium-Value Customer
LTV00429,23,80910.63,44,120,1,1745.69,279,0.004,0.096,Bronze,No,2337.53,3854.26,164,1516.73,0.6485826566261711,0.0035714285714285713,155.0,Medium-Value Customer
LTV00430,57,61170.39,55,93,6,1156.63,209,0.35,0.123,Silver,No,6047.09,4696.72,148,-1350.37,-0.22327214046087274,0.02857142857142857,106.7,Medium-Value Customer
LTV00431,43,57291.56,145,102,5,1694.89,160,0.377,0.139,Platinum,No,7635.27,9345.43,247,1710.1599999999999,0.2239522698909284,0.031055900621118012,200.4,Medium-Value Customer
LTV00432,62,86126.97,128,10,11,620.72,80,0.077,0.226,Bronze,Yes,7348.99,6527.34,138,-821.6499999999996,-0.11178926774050028,0.13580246913580246,118.70000000000002,Medium-Value Customer
LTV00433,24,81376.57,144,85,4,1908.6,5,0.051,0.039,Bronze,No,7700.56,5121.64,229,-2578.92,-0.3348568341998244,0.6666666666666666,224.0,High-Potential Customer
LTV00434,50,86989.62,107,73,1,593.8,32,0.218,0.112,Bronze,No,1376.43,891.07,180,-485.36,-0.35236636344496636,0.030303030303030304,148.0,Low-Value Customer
LTV00435,52,81283.05,130,154,1,1870.39,207,0.052,0.14,Platinum,Yes,1940.14,4973.27,284,3033.13,1.5625508721679013,0.004807692307692308,265.8,Medium-Value Customer
LTV00436,37,45385.66,83,26,1,120.0,138,0.171,0.069,Bronze,No,245.36,2740.53,109,2495.17,10.12814580289008,0.007194244604316547,86.0,Low-Value Customer
LTV00437,18,29628.02,141,3,11,1564.29,160,0.155,0.027,Bronze,No,16454.1,8694.93,144,-7759.169999999998,-0.47153587641521466,0.06832298136645963,136.8,High-Value Customer
LTV00438,25,82205.06,27,45,0,1688.81,266,0.184,0.337,Bronze,Yes,173.22,3045.67,72,2872.4500000000003,16.487487085294458,0.0,19.9,Low-Engagement Customer
LTV00439,55,95150.55,47,137,2,1252.04,259,0.017,0.018,Bronze,Yes,2582.0,4613.7,184,2031.6999999999998,0.7865660085172279,0.007692307692307693,182.5,Medium-Value Customer
LTV00440,49,104786.93,54,64,6,460.81,294,0.167,0.573,Gold,Yes,2631.97,2886.37,118,254.4000000000001,0.09662092617842213,0.020338983050847456,50.0,Low-Value Customer
LTV00441,54,59505.54,9,34,0,1648.11,219,0.08,0.012,Silver,Yes,131.41,1998.85,43,1867.4399999999998,14.103466505550939,0.0,33.8,Low-Engagement Customer
LTV00442,28,48921.1,72,158,0,561.68,149,0.122,0.153,Bronze,No,76.87,4503.78,230,4426.91,56.850006420958,0.0,202.5,Medium-Value Customer
LTV00443,21,66329.31,78,240,7,558.98,137,0.277,0.109,Silver,No,3675.09,4458.35,318,783.2600000000002,0.21306877687978265,0.050724637681159424,286.40000000000003,Medium-Value Customer
LTV00444,32,23725.46,77,158,4,2354.52,122,0.485,0.047,Silver,No,8035.87,3714.75,235,-4321.12,-0.5376620500269383,0.032520325203252036,185.8,Medium-Value Customer
LTV00445,22,50588.07,38,225,7,1729.94,334,0.028,0.136,Platinum,No,12621.42,8779.9,263,-3841.5200000000004,-0.304341005924379,0.020895522388059702,253.6,High-Value Customer
LTV00446,52,48111.97,25,63,1,1256.24,357,0.06,0.48,Gold,No,1637.01,654.0,88,-983.01,-0.6001245413642163,0.002793296089385475,35.0,Low-Engagement Customer
LTV00447,31,75272.63,102,53,8,179.78,90,0.129,0.169,Bronze,Yes,2222.65,4044.09,155,1821.44,0.8191217142985632,0.08791208791208792,133.2,Medium-Value Customer
LTV00448,27,93054.48,177,187,2,449.65,293,0.353,0.113,Gold,No,1268.98,711.9,364,-557.08,-0.43865257720594025,0.006802721088435374,319.4,High-Potential Customer
LTV00449,24,74873.84,176,232,3,652.79,103,0.062,0.15,Bronze,Yes,2619.05,3129.14,408,510.0899999999997,0.19468712429152102,0.028846153846153848,389.8,High-Potential Customer
LTV00450,31,66170.38,131,237,6,593.49,198,0.068,0.044,Bronze,Yes,4306.19,3798.4,368,-507.7899999999995,-0.11789356866077409,0.03015075376884422,362.8,Medium-Value Customer
LTV00451,48,59390.15,63,245,1,1505.46,177,0.219,0.076,Bronze,No,2086.3,3367.48,308,1281.1799999999998,0.6137977291237483,0.0056179775280898875,279.5,Medium-Value Customer
LTV00452,57,99070.3,26,69,1,1405.77,292,0.339,0.333,Gold,Yes,2185.98,3734.76,95,1548.7800000000002,0.7081820592780913,0.0034129692832764505,28.79999999999999,Medium-Value Customer
LTV00453,26,75362.29,176,239,13,1031.45,256,0.121,0.113,Gold,No,13382.94,9379.05,415,-4003.8900000000012,-0.299156302254792,0.05058365758754864,404.59999999999997,High-Value Customer
LTV00454,19,94181.28,8,154,6,1671.87,230,0.186,0.177,Bronze,No,9853.6,7016.44,162,-2837.1600000000008,-0.28790209648286086,0.025974025974025976,131.70000000000002,Medium-Value Customer
LTV00455,46,91715.28,148,246,17,764.94,55,0.056,0.079,Platinum,Yes,12856.7,11479.95,394,-1376.75,-0.10707591559921292,0.30357142857142855,397.5,High-Value Customer
LTV00456,51,100777.04,158,13,2,1214.29,23,0.192,0.024,Bronze,Yes,2909.0,3373.17,171,464.1700000000001,0.1595085910652921,0.08333333333333333,151.4,High-Potential Customer
LTV00457,52,92452.69,103,37,2,1344.97,312,0.189,0.175,Gold,Yes,2533.47,1512.05,140,-1021.4199999999998,-0.4030112804649493,0.006389776357827476,105.6,Low-Value Customer
LTV00458,26,102627.13,107,169,1,2111.9,102,0.04,0.214,Silver,No,2827.43,5533.32,276,2705.89,0.9566756115583557,0.009708737864077669,251.6,Medium-Value Customer
LTV00459,61,52056.37,169,256,8,2185.51,143,0.233,0.111,Silver,Yes,16054.72,8410.78,425,-7643.939999999999,-0.4760882725907028,0.05555555555555555,398.59999999999997,High-Value Customer
LTV00460,25,79747.84,82,145,0,2165.49,139,0.138,0.117,Platinum,No,476.43,2767.51,227,2291.0800000000004,4.798776784031167,0.0,201.5,Low-Value Customer
LTV00461,18,70874.7,140,101,15,1486.82,190,0.115,0.065,Silver,No,22080.84,12124.92,241,-9955.92,-0.45086460186288824,0.07853403141361257,238.0,High-Value Customer
LTV00462,45,50182.11,21,204,7,686.75,280,0.035,0.119,Gold,No,5120.79,3622.56,225,-1498.23,-0.29252077886832534,0.02491103202846975,216.6,Medium-Value Customer
LTV00463,41,46647.15,62,61,4,1363.14,20,0.305,0.124,Silver,Yes,5079.81,3013.5,123,-2066.3100000000004,-0.40668909091266947,0.19047619047619047,84.1,Low-Value Customer
LTV00464,27,72244.18,97,158,8,721.35,154,0.367,0.147,Silver,Yes,5553.46,5610.63,255,57.17000000000007,0.01029262970657815,0.05161290322580645,211.60000000000002,Medium-Value Customer
LTV00465,31,109789.41,161,3,6,1139.46,336,0.175,0.084,Bronze,No,6695.24,1922.5,164,-4772.74,-0.7127492443520542,0.017804154302670624,144.1,High-Potential Customer
LTV00466,57,77276.74,171,171,1,334.34,107,0.095,0.041,Gold,No,556.35,4699.2,342,4142.849999999999,7.433121019108279,0.009259259259259259,329.4,High-Potential Customer
LTV00467,44,110158.88,160,259,5,1803.07,185,0.283,0.198,Silver,No,8200.11,6275.13,419,-1924.9800000000005,-0.23472188520822185,0.026881720430107527,375.9,High-Potential Customer
LTV00468,42,64060.6,176,122,5,907.35,36,0.127,0.259,Bronze,No,4998.73,2594.72,298,-2404.0099999999998,-0.4808279647100943,0.13513513513513514,264.40000000000003,High-Potential Customer
LTV00469,25,68576.37,13,211,12,1920.26,50,0.131,0.036,Silver,Yes,22053.01,12992.96,224,-9060.05,-0.41081191130320516,0.23529411764705882,219.3,High-Value Customer
LTV00470,55,65005.99,143,93,16,1532.83,242,0.176,0.027,Bronze,No,23071.23,10469.75,236,-12601.48,-0.5461752071646304,0.06584362139917696,231.70000000000002,High-Value Customer
LTV00471,41,115893.92,71,219,0,1555.67,337,0.141,0.062,Bronze,Yes,561.14,3597.09,290,3035.9500000000003,5.4007008930159754,0.0,269.7,Medium-Value Customer
LTV00472,30,83096.77,128,184,3,857.5,127,0.079,0.063,Silver,No,3228.92,3151.9,312,-77.01999999999998,-0.023845791846237672,0.0234375,300.8,Low-Value Customer
LTV00473,31,85887.58,1,242,9,1521.33,99,0.082,0.079,Silver,Yes,13393.34,8539.32,243,-4854.02,-0.36239336913950226,0.09,235.9,High-Value Customer
LTV00474,58,22453.21,63,58,10,2233.75,295,0.139,0.02,Silver,Yes,21415.9,10811.39,121,-10604.510000000002,-0.49514682330309245,0.033783783783783786,115.1,High-Value Customer
LTV00475,24,74826.98,53,238,17,1328.65,198,0.209,0.071,Silver,No,20757.98,10277.24,291,-10480.74,-0.5048774072714556,0.08542713567839195,280.0,High-Value Customer
LTV00476,65,93115.82,153,136,0,1253.5,320,0.125,0.095,Bronze,Yes,381.16,3292.51,289,2911.3500000000004,7.618144232782082,0.0,267.0,High-Potential Customer
LTV00477,42,92756.01,34,190,14,1097.47,86,0.02,0.144,Silver,No,15298.24,9803.2,224,-5495.039999999999,-0.3591707823395148,0.16091954022988506,221.6,High-Value Customer
LTV00478,50,73552.69,78,197,14,1369.32,56,0.034,0.084,Bronze,Yes,19458.41,12246.87,275,-7211.539999999999,-0.3705939697041174,0.24561403508771928,277.20000000000005,High-Value Customer
LTV00479,55,54342.1,90,123,28,1942.1,291,0.221,0.144,Bronze,No,49856.56,22972.95,213,-26883.609999999997,-0.5392082965953408,0.0958904109589041,204.5,High-Value Customer
LTV00480,18,73322.93,110,50,5,1663.61,109,0.216,0.156,Silver,No,8387.7,3602.22,160,-4785.480000000001,-0.5704674144980749,0.045454545454545456,127.80000000000001,Medium-Value Customer
LTV00481,57,105118.01,175,241,1,1504.96,346,0.086,0.086,Bronze,No,2251.14,3257.17,416,1006.0300000000002,0.4466995835072421,0.002881844380403458,399.79999999999995,High-Potential Customer
